id	title	price_pc	price_mobile	normal_price	link	mobile_link	image_link	add_image_link	category_name1	category_name2	category_name3	category_name4	naver_category	naver_product_id	condition	import_flag	parallel_import	order_made	product_flag	adult	goods_type	barcode	manufacture_define_number	model_number	brand	maker	origin	card_event	event_worde	coupon	partner_coupon_dawnload	interest_free_event	point	installation_costs	search_tag	group_id	vendor_id	coordi_id	minimum_purchase_quantity	review_count	shipping	delivery_grade	delivery_detail	attribute	option_detail	seller_id	age_group	gender	class	update_time
87	태국 파타야 뉴타이CC 1박 골프패키지	105000	105000	105000	http://www.gostaygolf.com/goods/view.html?pid=87		http://staygolf1.cafe24.com/thailand/pattaya/newthai/2.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										뉴타이CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
12	보난자CC	80000	80000	80000	http://www.gostaygolf.com/goods/view.html?pid=12		http://staygolf1.cafe24.com/thailand/khaoyai/bonanza/8.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										보난자CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
20	로얄잼스CC	140000	140000	140000	http://www.gostaygolf.com/goods/view.html?pid=20		http://staygolf1.cafe24.com/thailand/khaoyai/royalgems/0.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										로얄잼스CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
21	나라이힐CC	65000	65000	65000	http://www.gostaygolf.com/goods/view.html?pid=21		http://staygolf1.cafe24.com/thailand/khaoyai/naraihill/1.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										나라이힐CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
22	로얄라차부리CC	70000	70000	70000	http://www.gostaygolf.com/goods/view.html?pid=22		http://staygolf1.cafe24.com/thailand/kanchanaburi/royalratchaburi/0.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										로얄라차부리CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
28	유니랜드CC	110000	110000	110000	http://www.gostaygolf.com/goods/view.html?pid=28		http://staygolf1.cafe24.com/thailand/bangkok/uniland/9.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										유니랜드CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
24	미션힐CC	40000	40000	40000	http://www.gostaygolf.com/goods/view.html?pid=24		http://staygolf1.cafe24.com/thailand/kanchanaburi/missionhills/0.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										미션힐CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
31	워터밀CC	60000	60000	60000	http://www.gostaygolf.com/goods/view.html?pid=31		http://staygolf1.cafe24.com/thailand/bangkok/watermill/8.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										워터밀CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
30	써밋윈드밀CC	145000	145000	145000	http://www.gostaygolf.com/goods/view.html?pid=30		http://staygolf1.cafe24.com/thailand/bangkok/summitwindmill/0.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										써밋윈드밀CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
32	윈저팍CC	120000	120000	120000	http://www.gostaygolf.com/goods/view.html?pid=32		http://staygolf1.cafe24.com/thailand/bangkok/windsorpark/6.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										윈저팍CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
33	베스트오션CC	100000	100000	100000	http://www.gostaygolf.com/goods/view.html?pid=33		http://staygolf1.cafe24.com/thailand/bangkok/bestocean/28.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										베스트오션CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
34	방푸CC	150000	150000	150000	http://www.gostaygolf.com/goods/view.html?pid=34		http://staygolf1.cafe24.com/thailand/bangkok/bangpoo/0.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										방푸CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
35	다이너스티CC	70000	70000	70000	http://www.gostaygolf.com/goods/view.html?pid=35		http://staygolf1.cafe24.com/thailand/bangkok/dynasty/1.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										다이너스티CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
36	써제임스CC	80000	80000	80000	http://www.gostaygolf.com/goods/view.html?pid=36		http://staygolf1.cafe24.com/thailand/bangkok/sirjames/25.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										써제임스CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
37	프라임CC	50000	50000	50000	http://www.gostaygolf.com/goods/view.html?pid=37		http://staygolf1.cafe24.com/thailand/bangkok/prime/1.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										프라임CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
38	아티타야CC	50000	50000	50000	http://www.gostaygolf.com/goods/view.html?pid=38		http://staygolf1.cafe24.com/thailand/bangkok/artitaya/12.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										아티타야CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
39	파타나CC	110000	110000	110000	http://www.gostaygolf.com/goods/view.html?pid=39		http://staygolf1.cafe24.com/thailand/pattaya/pattana/2.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										파타나CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
41	세인트엔드류CC	130000	130000	130000	http://www.gostaygolf.com/goods/view.html?pid=41		http://staygolf1.cafe24.com/thailand/pattaya/standrews/2.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										세인트앤드류CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
83	331리버사이드  [수코타이]	60000	60000	60000	http://www.gostaygolf.com/goods/view.html?pid=83		http://staygolf1.cafe24.com/thailand/bangkok/331/1.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										331리버사이드 [수코타이]		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
43	람차방CC	140000	140000	140000	http://www.gostaygolf.com/goods/view.html?pid=43		http://staygolf1.cafe24.com/thailand/pattaya/laemcahbang/2.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										람차방CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
44	크리스탈베이CC	130000	130000	130000	http://www.gostaygolf.com/goods/view.html?pid=44		http://staygolf1.cafe24.com/thailand/pattaya/crystalbay/1.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										크리스탈베이CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
45	왕짠CC	120000	120000	120000	http://www.gostaygolf.com/goods/view.html?pid=45		http://staygolf1.cafe24.com/thailand/pattaya/wangjuntr/10.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										왕짠CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
46	부라파CC	140000	140000	140000	http://www.gostaygolf.com/goods/view.html?pid=46		http://staygolf1.cafe24.com/thailand/pattaya/burapha/1.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										부라파CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
47	임페리얼 레이크뷰CC	150000	150000	150000	http://www.gostaygolf.com/goods/view.html?pid=47		http://staygolf1.cafe24.com/thailand/huahin/imperiallake/4.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										임페리얼 레이크뷰CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
49	골드캐년 골프&amp;리조트	70000	70000	70000	http://www.gostaygolf.com/goods/view.html?pid=49		http://staygolf1.cafe24.com/thailand/chiangmai/goldcanyon/00.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										골드캐년 골프앤리조트		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
52	메조CC	65000	65000	65000	http://www.gostaygolf.com/goods/view.html?pid=52		http://staygolf1.cafe24.com/thailand/chiangmai/maejo/000.jpg		여행	해외여행	골프여행	태국골프여행	50001645		신상품										메조CC		태국		오픈기념 할인, 카드프로모션, 골프텔 스탠다드 2인실기준, 주중요금			삼성^2~5|현대^2~5|롯데^2~5|하나^2~5|비씨^2~5|국민^2~5|농협^2~5|씨티^2~6|신한^2~3|	자체포인트^1%		태국골프투어|태국골프여행|골프투어|골프여행|방콕골프						0			1일 그린피^골프텔2인실^3식사포함	카트비^캐디피^캐디팁^차량픽업		성인	남여공용	I	2016.11.24 16:04
